,name,t0,t1,armor,artist,attack,cardClass,classes,collectible,collectionText,cost,dbfId,durability,elite,entourage,faction,flavor,health,hideStats,howToEarn,howToEarnGolden,id,mechanics,multiClassGroup,overload,playRequirements,playerClass,race,rarity,referencedTags,set,spellDamage,targetingArrowText,text,type,card_class_num,cardwin,w,winrates
212,C'Thun's Chosen,-1.92048954964,30.4095573425,,Jesper Esjing,4.0,NEUTRAL,,1.0,,4.0,38863.0,,,,,He gave her a promise ring and everything.,2.0,,,,OG_283,"[BATTLECRY, DIVINE_SHIELD, RITUAL]",,,,NEUTRAL,,COMMON,,OG,,,"[x]<b>Divine Shield</b>
<b>Battlecry:</b> Give your C'Thun
+2/+2 <i>(wherever it is).</i>",MINION,0,3861.0,7511,0.51404606577
213,Cabal Shadow Priest,-28.3647098541,26.4786968231,,Chippy,4.0,PRIEST,,1.0,,6.0,272.0,,,,,You never know who may be secretly working for the Cabal....,5.0,,,,EX1_091,[BATTLECRY],,,"{u'REQ_TARGET_IF_AVAILABLE': 0, u'REQ_TARGET_MAX_ATTACK': 2, u'REQ_MINION_TARGET': 0, u'REQ_ENEMY_TARGET': 0}",PRIEST,,EPIC,,EXPERT1,,Steal a minion that has 2 or less Attack.,<b>Battlecry:</b> Take control of an enemy minion that has 2 or less Attack.,MINION,4,1576.0,2845,0.5539543058
214,Cabalist's Tome,-11.6407318115,54.3893432617,,Milivoj Ceran,,MAGE,,1.0,,5.0,38418.0,,,,,What's in there? I bet it's cookie recipes!,,,,,OG_090,,,,,MAGE,,EPIC,,OG,,,Add 3 random Mage spells to your hand.,SPELL,9,4230.0,8734,0.48431417449
215,Cairne Bloodhoof,-6.76777505875,16.9882469177,,Wayne Reynolds,4.0,NEUTRAL,,1.0,,6.0,420.0,,1.0,,ALLIANCE,"Cairne was killed by Garrosh, so... don't put this guy in a Warrior deck.  It's pretty insensitive.",5.0,,,,EX1_110,[DEATHRATTLE],,,,NEUTRAL,,LEGENDARY,,EXPERT1,,,<b>Deathrattle:</b> Summon a 4/5 Baine Bloodhoof.,MINION,0,2657.0,4690,0.566524520256
216,Call Pet,-28.0522918701,-27.8046550751,,E.M. Gist,,HUNTER,,1.0,,2.0,2094.0,,,,,Real hunters tame hungry crabs.,,,,,GVG_017,,,,,HUNTER,,RARE,,GVG,,,"Draw a card.
If it's a Beast, it costs (4) less.",SPELL,2,32.0,59,0.542372881356
217,Call in the Finishers,39.9690475464,-20.6798820496,,Mike Saas,,SHAMAN,,1.0,,4.0,40419.0,,,,,When you really need a job done… but you don't really care if it gets done right.,,,,,CFM_310,,,,{u'REQ_NUM_MINION_SLOTS': 1},SHAMAN,,COMMON,,GANGS,,,Summon four 1/1 Murlocs.,SPELL,6,415.0,886,0.468397291196
218,Call of the Wild,-27.0992736816,-38.1310768127,,,,NEUTRAL,,,,,2991.0,,,,,,,,,,AT_041e,,,,,NEUTRAL,,,,TGT,,,Cost reduced.,ENCHANTMENT,0,3854.0,6242,0.617430310798
219,Candle,16.3615760803,-1.22852671146,,Matt O'Connor,1.0,WARLOCK,,,,1.0,39199.0,,,,,,1.0,,,,KAR_025a,,,,,WARLOCK,,,,KARA,,,,MINION,3,3.0,7,0.428571428571
220,Captain Greenskin,21.1516208649,33.8582267761,,Dan Scott,5.0,NEUTRAL,,1.0,,5.0,456.0,,1.0,,,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,4.0,,,,NEW1_024,[BATTLECRY],,,,NEUTRAL,PIRATE,LEGENDARY,,EXPERT1,,,<b>Battlecry:</b> Give your weapon +1/+1.,MINION,0,432.0,828,0.521739130435
221,Captain's Parrot,-2.10895061493,8.01353359222,,Daren Bader,1.0,NEUTRAL,,1.0,,2.0,530.0,,,,,Pirates and Parrots go together like Virmen and Carrots.,1.0,,Unlocked when you have all the Pirates from the Classic Set.,Unlocked when you have all the Golden Pirates from the Expert Set.,NEW1_016,[BATTLECRY],,,,NEUTRAL,BEAST,EPIC,,HOF,,,<b>Battlecry:</b> Draw a Pirate from your deck.,MINION,0,5.0,18,0.277777777778
222,Captured Jormungar,-13.0588436127,-16.8274993896,,Gonzalo Ordonez,5.0,NEUTRAL,,1.0,,7.0,2522.0,,,,,"You can keep him, but you have to promise to feed him and clean out his tank every day!",9.0,,,,AT_102,,,,,NEUTRAL,BEAST,COMMON,,TGT,,,,MINION,0,21.0,37,0.567567567568
223,Carnassa's Brood,-19.920665741,-33.1238174438,,A.J. Nazzaro,3.0,HUNTER,,,,1.0,42013.0,,,,,,2.0,,,,UNG_920t2,[BATTLECRY],,,,HUNTER,BEAST,,,UNGORO,,,<b>Battlecry:</b> Draw a card.,MINION,2,112.0,304,0.368421052632
224,Carrion Grub,-26.0061168671,-38.1257095337,,Kan Liu,2.0,HUNTER,,1.0,,3.0,38985.0,,,,,"Carrion, my wayward grub.",5.0,,,,OG_325,,,,,HUNTER,BEAST,COMMON,,OG,,,,MINION,2,778.0,1672,0.465311004785
225,Cat Trick,-29.7846660614,-41.232208252,,Mike Sass,,HUNTER,,1.0,,2.0,39160.0,,,,,"""I know some new tricks, a lot of good tricks. I will show them to you. Medivh will not mind at all if I do.""",,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_004,[SECRET],,,,HUNTER,,RARE,[STEALTH],KARA,,,"<b>Secret:</b> After your opponent casts a spell, summon a 4/2 Panther with <b>Stealth</b>.",SPELL,2,2036.0,3874,0.525554981931
226,Cat in a Hat,-25.4422073364,-29.1071472168,,Mike Sass,4.0,HUNTER,,,,3.0,39173.0,,,,HORDE,,2.0,,,,KAR_004a,[STEALTH],,,,HUNTER,BEAST,,,KARA,,,<b>Stealth</b>,MINION,2,22.0,36,0.611111111111
227,Celestial Dreamer,-3.59497141838,-30.1352024078,,Alex Garner,3.0,DRUID,,1.0,,3.0,40404.0,,,,,"If you think her job is easy, YOU try falling asleep on cue.",3.0,,,,CFM_617,[BATTLECRY],,,,DRUID,,RARE,,GANGS,,,"[x]<b>Battlecry:</b> If you control a
minion with 5 or more
Attack, gain +2/+2.",MINION,5,97.0,219,0.442922374429
228,Cellar Spider,2.75624299049,-3.17803907394,,Dave Allsop,1.0,NEUTRAL,,,,3.0,39206.0,,,,,,3.0,,,,KAR_030,,,,,NEUTRAL,BEAST,,,KARA,,,,MINION,0,2.0,4,0.5
229,Cenarius,3.54859781265,-36.5851249695,,Alex Horley Orlandelli,5.0,DRUID,,1.0,,9.0,36.0,,1.0,,,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",8.0,,,,EX1_573,[CHOOSE_ONE],,,,DRUID,,LEGENDARY,[TAUNT],EXPERT1,,,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,MINION,5,891.0,1549,0.575209812782
230,Charge,10.6058473587,31.7663326263,,Alex Horley Orlandelli,,WARRIOR,,1.0,,1.0,344.0,,,,,"""Guys! Guys! Slow down!"" - some kind of non-warrior minion",,,Unlocked at Level 1.,Unlocked at Level 23.,CS2_103,,,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",WARRIOR,,FREE,[CHARGE],CORE,,,Give a friendly minion <b>Charge</b>. It can't attack heroes this turn.,SPELL,7,559.0,905,0.617679558011
231,Charged Devilsaur,-14.0375127792,-25.4224052429,,Luke Mancini,7.0,NEUTRAL,,1.0,,8.0,41286.0,,,,,What happens when a dinosaur mixes soda and pop rocks.,7.0,,,,UNG_099,"[BATTLECRY, CHARGE]",,,,NEUTRAL,BEAST,EPIC,,UNGORO,,,"<b>Charge</b>
<b>Battlecry:</b> Can't attack heroes this turn.",MINION,0,88.0,171,0.514619883041
232,Charged Hammer,40.891620636,10.4421138763,,Peet Cooper,2.0,SHAMAN,,1.0,,4.0,2617.0,4.0,,,,You can only pick it up if you are worthy.,,,,,AT_050,[DEATHRATTLE],,,,SHAMAN,,EPIC,,TGT,,,<b>Deathrattle:</b> Your Hero Power becomes 'Deal 2 damage.',WEAPON,6,66.0,131,0.503816793893
233,Chicken,13.8446512222,-8.25220012665,,,1.0,NEUTRAL,,,,1.0,2240.0,,,,,,1.0,,,,GVG_092t,,,,,NEUTRAL,BEAST,,,GVG,,,,MINION,0,0.0,1,0.0
234,Chieftain Scarvash,15.2400999069,-8.33837509155,,,,NEUTRAL,,,,,15352.0,,,,,,30.0,,,,LOEA05_01,,,,,NEUTRAL,,,,LOE,,,,HERO,0,1.0,1,1.0
235,Chillblade Champion,35.994556427,-31.5007953644,,Kevin Chen,3.0,PALADIN,,1.0,,4.0,43127.0,,,,,"It slices, it dices, it vaporizes! The Chillblade will make a Champion out of even the lowliest gnome.",2.0,,,,ICC_820,"[CHARGE, LIFESTEAL]",,,,PALADIN,,COMMON,,ICECROWN,,,"<b>Charge</b>
<b>Lifesteal</b>",MINION,1,193.0,469,0.411513859275
236,Chillmaw,-12.0749702454,27.9187526703,,Raymond Swanland,6.0,NEUTRAL,,1.0,,7.0,2682.0,,1.0,,,"Chillmaw keeps trying to ruin the Grand Tournament, and she would've done it too, if it weren't for those dang kids!",6.0,,,,AT_123,"[DEATHRATTLE, TAUNT]",,,,NEUTRAL,DRAGON,LEGENDARY,,TGT,,,"[x]<b>Taunt</b>
<b>Deathrattle:</b> If you're holding
a Dragon, deal 3 damage
to all minions.",MINION,0,1099.0,2301,0.477618426771
237,Chillwind Yeti,-12.3146619797,-6.05299186707,,Mauro Cascioli,4.0,NEUTRAL,,1.0,,4.0,90.0,,,,,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",5.0,,,Unlocked at Warrior Level 55.,CS2_182,,,,,NEUTRAL,,FREE,,CORE,,,,MINION,0,273.0,696,0.39224137931
238,Chittering Tunneler,-34.8667869568,-12.1399383545,,Slawomir Maniak,3.0,WARLOCK,,1.0,,3.0,41875.0,,,,,"Ear to the ground, he carefully interpreted the chittering noises: “You wanna cast a spell? I wanna cast a spell!”",3.0,,,,UNG_835,[BATTLECRY],,,,WARLOCK,BEAST,EPIC,[DISCOVER],UNGORO,,,<b>Battlecry:</b> <b>Discover</b> a spell. Deal damage to your hero equal to its Cost.,MINION,3,109.0,228,0.478070175439
239,Cho'gall,-36.2491226196,-0.70545142889,,James Ryman,7.0,WARLOCK,,1.0,,7.0,38464.0,,1.0,,,"Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.",7.0,,,,OG_121,[BATTLECRY],,,,WARLOCK,,LEGENDARY,,OG,,,<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.,MINION,3,95.0,167,0.568862275449
240,Choose Your Path,12.9234628677,18.6092300415,,James Paick,,WARRIOR,,,,1.0,42881.0,,,,,,,,,,UNG_922t1,,,,,WARRIOR,,,[DISCOVER],UNGORO,,,<b>Discover</b> a card.,SPELL,7,109.0,410,0.265853658537
241,Chromaggus,-11.5240278244,27.0534057617,,Todd Lockwood,6.0,NEUTRAL,,1.0,,8.0,2280.0,,1.0,,,"Left head and right head can never agree about what to eat for dinner, so they always end up just eating ramen again.",8.0,,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_031,,,,,NEUTRAL,DRAGON,LEGENDARY,,BRM,,,"Whenever you draw a card, put another copy into your hand.",MINION,0,227.0,419,0.541766109785
242,Circle of Healing,-26.8234672546,29.4271507263,,Daarken,,PRIEST,,1.0,,0.0,1362.0,,,,,It isn't really a circle.,,,,,EX1_621,,,,,PRIEST,,COMMON,,EXPERT1,,,Restore #4 Health to ALL minions.,SPELL,4,2943.0,5630,0.522735346359
243,Claw,4.69307661057,-34.501750946,,Dany Orizio,,DRUID,,1.0,,1.0,1050.0,,,,,The claw decides who will stay and who will go.,,,Unlocked at Level 1.,Unlocked at Level 32.,CS2_005,,,,,DRUID,,FREE,,CORE,,,Give your hero +2 Attack this turn. Gain 2 Armor.,SPELL,5,355.0,813,0.436654366544
244,Claws,13.4743022919,-6.71745491028,,,,DRUID,,,,,1668.0,,,,,,,,,,CS2_017o,[TAG_ONE_TURN_EFFECT],,,,DRUID,,,,CORE,,,Your hero has +1 Attack this turn.,ENCHANTMENT,5,0.0,5,0.0
245,Cleave,14.2958669662,31.8094062805,,Phroilan Gardner,,WARRIOR,,1.0,,2.0,940.0,,,,,Hey you two…could you stand next to each other for a second…,,,Unlocked at Level 2.,Unlocked at Level 40.,CS2_114,,,,{u'REQ_MINIMUM_ENEMY_MINIONS': 2},WARRIOR,,FREE,,CORE,,,"[x]Deal $2 damage to
two random enemy
minions.",SPELL,7,169.0,428,0.394859813084
246,Cloaked Huntress,-29.7567329407,-41.4493331909,,Arthur Bozonnet,3.0,HUNTER,,1.0,,3.0,39492.0,,,,,She's practically GIVING your secrets away!,4.0,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_006,,,,,HUNTER,,COMMON,[SECRET],KARA,,,Your <b>Secrets</b> cost (0).,MINION,2,1961.0,3763,0.521126760563
247,Clockwork Giant,-6.17867708206,-19.3046627045,,Dan Scott,8.0,NEUTRAL,,1.0,,12.0,2233.0,,,,,He and Mountain Giant don't get along.,8.0,,,,GVG_121,,,,,NEUTRAL,MECHANICAL,EPIC,,GVG,,,Costs (1) less for each card in your opponent's hand.,MINION,0,74.0,123,0.60162601626
248,Clockwork Gnome,-13.3058385849,9.15679645538,,Matt Dixon,2.0,NEUTRAL,,1.0,,1.0,2050.0,,,"[PART_007, PART_006, PART_005, PART_001, PART_003, PART_002, PART_004]",,Clockwork gnomes are always asking what time it is.,1.0,,,,GVG_082,[DEATHRATTLE],,,,NEUTRAL,MECHANICAL,COMMON,,GVG,,,<b>Deathrattle:</b> Add a <b>Spare Part</b> card to your hand.,MINION,0,239.0,521,0.458733205374
249,Clockwork Knight,-10.981215477,6.24853038788,,Skan Srisuwan,5.0,NEUTRAL,,1.0,,5.0,2500.0,,,,,It takes a lot to wind him up.,5.0,,,,AT_096,[BATTLECRY],,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_TARGET_WITH_RACE': 17, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,MECHANICAL,COMMON,,TGT,,Give +1/+1.,<b>Battlecry:</b> Give a friendly Mech +1/+1.,MINION,0,18.0,37,0.486486486486
250,Clutchmother Zavas,-35.1520996094,-11.9256038666,,Anton Zemskov,2.0,WARLOCK,,1.0,,2.0,41876.0,,1.0,,,A bit of a snob: still refuses to drive anything with automatic transmission.,2.0,,,,UNG_836,[InvisibleDeathrattle],,,,WARLOCK,BEAST,LEGENDARY,,UNGORO,,,"Whenever you discard this, give it +2/+2 and return it to your hand.",MINION,3,169.0,373,0.45308310992
251,Cobalt Guardian,0.523272931576,-0.399494677782,,Jim Nelson,6.0,PALADIN,,1.0,,5.0,2030.0,,,,,"Guardians used to be built out of Adamantium, but production got moved to Gadgetzan and Cobalt was cheap.",3.0,,,,GVG_062,,,,,PALADIN,MECHANICAL,RARE,[DIVINE_SHIELD],GVG,,,"Whenever you summon a Mech, gain <b>Divine Shield</b>.",MINION,1,7.0,8,0.875
252,Cobalt Scalebane,-27.6373844147,0.956366658211,,Jim Nelson,5.0,NEUTRAL,,1.0,,5.0,42442.0,,,,,You get a sword! And you get a sword! Everybody gets a sword!,5.0,,,,ICC_029,,,,,NEUTRAL,DRAGON,COMMON,,ICECROWN,,,"At the end of your turn, give another random friendly minion +3 Attack.",MINION,0,784.0,1488,0.52688172043
253,Cobra Shot,4.64677286148,15.6970529556,,Howard Lyon,,HUNTER,,1.0,,5.0,2041.0,,,,,"""Cobra Shot"" hurts way, way, way more than ""Cobra Cuddle.""",,,,,GVG_073,,,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",HUNTER,,COMMON,,GVG,,,Deal $3 damage to a minion and the enemy hero.,SPELL,2,4.0,9,0.444444444444
254,Coghammer,32.3458480835,-37.0313034058,,Dany Orizio,2.0,PALADIN,,1.0,,3.0,2027.0,3.0,,,,"So you ripped this out of a machine, carved some runes on it, stuck it on a handle, and now it's a weapon of great divine power? Seems legit.",,,,,GVG_059,[BATTLECRY],,,,PALADIN,,EPIC,"[DIVINE_SHIELD, TAUNT]",GVG,,,<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.,WEAPON,1,316.0,541,0.584103512015
255,Cogmaster,-14.1444768906,9.37228107452,,Trent Kaniuga,1.0,NEUTRAL,,1.0,,1.0,1932.0,,,,,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",2.0,,,,GVG_013,[AURA],,,,NEUTRAL,,COMMON,,GVG,,,Has +2 Attack while you have a Mech.,MINION,0,128.0,279,0.458781362007
256,Cogmaster's Wrench,15.9791898727,8.61476421356,,Richard Wright,1.0,ROGUE,,1.0,,3.0,1989.0,3.0,,,,For tightening cogs and smashin' troggs!,,,,,GVG_024,[AURA],,,,ROGUE,,EPIC,,GVG,,,Has +2 Attack while you have a Mech.,WEAPON,8,2.0,6,0.333333333333
257,Cold Blood,25.4999217987,24.7750282288,,Alex Horley Orlandelli,,ROGUE,,1.0,,1.0,268.0,,,,,"""I'm cold blooded, check it and see!""",,,,,CS2_073,[COMBO],,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",ROGUE,,COMMON,,EXPERT1,,,Give a minion +2 Attack. <b>Combo:</b> +4 Attack instead.,SPELL,8,7616.0,13014,0.585215921316
258,Coldarra Drake,-2.61162829399,10.6384563446,,Christopher Moeller,6.0,MAGE,,1.0,,6.0,2544.0,,,,,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",6.0,,,,AT_008,,,,,MAGE,DRAGON,EPIC,,TGT,,,You can use your Hero Power any number of times.,MINION,9,60.0,108,0.555555555556
259,Coldlight Oracle,10.9748773575,11.6452741623,,Steve Prescott,2.0,NEUTRAL,,1.0,,3.0,1016.0,,,,,They can see the future.   In that future both players draw more cards.   Spoooky.,2.0,,,,EX1_050,[BATTLECRY],,,,NEUTRAL,MURLOC,RARE,,EXPERT1,,,<b>Battlecry:</b> Each player draws 2 cards.,MINION,0,3564.0,7933,0.449262574058
260,Coldlight Seer,39.3060340881,-24.8532447815,,Arthur Gimaldinov,2.0,NEUTRAL,,1.0,,3.0,453.0,,,,,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",3.0,,,,EX1_103,[BATTLECRY],,,,NEUTRAL,MURLOC,RARE,,EXPERT1,,,<b>Battlecry:</b> Give your other Murlocs +2 Health.,MINION,0,4440.0,8434,0.526440597581
261,Coldwraith,-7.14426183701,55.4185218811,,Andrew Hou,3.0,MAGE,,1.0,,3.0,42836.0,,,,,He's freezing his bones off!,4.0,,,,ICC_252,[BATTLECRY],,,"{u'REQ_MINION_TARGET': 0, u'REQ_FROZEN_TARGET': 0}",MAGE,,COMMON,[FREEZE],ICECROWN,,,"<b>Battlecry:</b> If an enemy is <b>Frozen</b>, draw a card.",MINION,9,57.0,134,0.425373134328
262,Coliseum Manager,-4.02654886246,4.93645191193,,Dan Scott,2.0,NEUTRAL,,1.0,,3.0,2585.0,,,,,Meets monthly with the gladiators to discuss career goals.,5.0,,,,AT_110,[INSPIRE],,,,NEUTRAL,,RARE,,TGT,,,<b>Inspire:</b> Return this minion to your hand.,MINION,0,17.0,33,0.515151515152
263,Commanding Shout,9.87827396393,32.9117660522,,Wayne Reynolds,,WARRIOR,,1.0,,2.0,1026.0,,,,,"""Shout! Shout! Let it all out!"" - Advice to warriors-in-training",,,,,NEW1_036,,,,,WARRIOR,,RARE,,EXPERT1,,,Your minions can't be reduced below 1 Health this turn. Draw a card.,SPELL,7,1042.0,2197,0.474283113336
264,Competitive Spirit,33.1762695312,-38.4034042358,,Jim Nelson,,PALADIN,,1.0,,1.0,2648.0,,,,,Competition can be an inspiration to improve oneself.  Or kill all the competitors.,,,,,AT_073,[SECRET],,,,PALADIN,,RARE,,TGT,,,"<b>Secret:</b> When your turn starts, give your minions +1/+1.",SPELL,1,1463.0,2309,0.633607622347
265,Conceal,31.1088447571,26.3671150208,,Steve Hui,,ROGUE,,1.0,,1.0,990.0,,,,,Rogues conceal everything but their emotions.  You can't get 'em to shut up about feelings.,,,,,EX1_128,,,,,ROGUE,,COMMON,[STEALTH],HOF,,,Give your minions <b>Stealth</b> until your next turn.,SPELL,8,3150.0,5943,0.530035335689
266,Concealed,15.6613492966,-5.72189092636,,,,ROGUE,,,,,1756.0,,,,,,,,,,EX1_128e,,,,,ROGUE,,,,HOF,,,Stealthed until your next turn.,ENCHANTMENT,8,0.0,2,0.0
267,Cone of Cold,-10.7291316986,55.4197006226,,Leo Che,,MAGE,,1.0,,4.0,430.0,,,,,Magi of the Kirin Tor were casting Cubes of Cold for many years before Cones came into fashion some 90 years ago.,,,,,EX1_275,[FREEZE],,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",MAGE,,COMMON,,EXPERT1,,,"<b>Freeze</b> a minion and the minions next to it, and deal $1 damage to them.",SPELL,9,1065.0,2462,0.432575142161
268,Confessor Paletress,-23.7124881744,28.3210048676,,Chris Rahn,5.0,PRIEST,,1.0,,7.0,2556.0,,1.0,,,She sees into your past and makes you face your fears.  Most common fear:  Getting Majordomo out of Sneed's Old Shredder.,4.0,,,,AT_018,[INSPIRE],,,,PRIEST,,LEGENDARY,,TGT,,,<b>Inspire:</b> Summon a random <b>Legendary</b> minion.,MINION,4,189.0,379,0.498680738786
269,Confuse,-24.0272731781,21.6660022736,,Sean O'Danield,,PRIEST,,1.0,,2.0,2564.0,,,,,This minion is really powerful!,,,,,AT_016,,,,,PRIEST,,EPIC,,TGT,,,Swap the Attack and Health of all minions.,SPELL,4,59.0,114,0.517543859649
270,Consecration,28.8551921844,-35.5735931396,,Vance Kovacs,,PALADIN,,1.0,,4.0,476.0,,,,,"Consecrated ground glows with Holy energy.  But it smells a little, too.",,,Unlocked at Level 4.,Unlocked at Level 43.,CS2_093,,,,,PALADIN,,FREE,,CORE,,,Deal $2 damage to all enemies.,SPELL,1,8389.0,16943,0.495130732456
271,Convert,-20.3825531006,14.133895874,,Dan Dos Santos,,PRIEST,,1.0,,2.0,2563.0,,,,,"""Are you interested in... HEALTH benefits?!""",,,,,AT_015,,,,"{u'REQ_TARGET_TO_PLAY': 0, u'REQ_MINION_TARGET': 0, u'REQ_ENEMY_TARGET': 0}",PRIEST,,RARE,,TGT,,,Put a copy of an enemy minion into your hand.,SPELL,4,43.0,105,0.409523809524
272,Core Hound,-22.1898345947,-27.652677536,,E.M. Gist,9.0,NEUTRAL,,1.0,,7.0,1687.0,,,,,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,5.0,,,Unlocked at Hunter Level 51.,CS2_201,,,,,NEUTRAL,BEAST,FREE,,CORE,,,,MINION,0,59.0,153,0.385620915033
273,Core Rager,-25.3037776947,-25.2174110413,,Jomaro Kindred,4.0,HUNTER,,1.0,,4.0,2263.0,,,,,It takes a special kind of hunter to venture deep into a firey lava pit and convince a monster who lives there to come home and be a cuddly housepet.,4.0,,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",BRM_014,[BATTLECRY],,,,HUNTER,BEAST,RARE,,BRM,,,"<b>Battlecry:</b> If your hand is empty, gain +3/+3.",MINION,2,19.0,52,0.365384615385
274,Cornered Sentry,11.8527956009,38.8395195007,,Jomaro Kindred,2.0,WARRIOR,,1.0,,2.0,41406.0,,,,,"The Draenei are seriously considering cancelling ""Bring Your Murderous Pet to Work Day.""",6.0,,,,UNG_926,"[BATTLECRY, TAUNT]",,,,WARRIOR,,RARE,,UNGORO,,,<b>Taunt</b>. <b>Battlecry:</b> Summon three 1/1 Raptors for your opponent.,MINION,7,218.0,477,0.457023060797
275,Corpse Raiser,-10.3731641769,14.6623935699,,Jim Nelson,3.0,NEUTRAL,,1.0,,5.0,42909.0,,,,,"He was just minding his business, farming corpses, when you meddling adventurers came along.",3.0,,,,ICC_257,"[BATTLECRY, DEATH_KNIGHT]",,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,RARE,[DEATHRATTLE],ICECROWN,,,"[x]<b>Battlecry:</b> Give a friendly
minion ""<b>Deathrattle:</b>
  Resummon this minion.""",MINION,0,28.0,57,0.491228070175
276,Corpse Widow,-32.9742012024,-32.2539482117,,Dave Allsop,4.0,HUNTER,,1.0,,5.0,42822.0,,,,,"Her marriage survived death, but it decayed pretty quickly after that.",6.0,,,,ICC_243,[AURA],,,,HUNTER,BEAST,RARE,[DEATHRATTLE],ICECROWN,,,Your <b>Deathrattle</b> cards cost (2) less.,MINION,2,153.0,355,0.430985915493
277,Corpsetaker,36.1348800659,-31.4587478638,,James Ryman,3.0,NEUTRAL,,1.0,,4.0,46102.0,,,,,Her extensive collection of corpses includes one of nearly every type.  She'd love for you to join it.,3.0,,,,ICC_912,[BATTLECRY],,,,NEUTRAL,,EPIC,"[DIVINE_SHIELD, LIFESTEAL, TAUNT, WINDFURY]",ICECROWN,,,"[x]<b>Battlecry:</b> Gain <b>Taunt</b> if your
deck has a <b>Taunt</b> minion.
Repeat for <b>Divine Shield</b>,
<b>Lifesteal</b>, <b>Windfury</b>.",MINION,0,556.0,1236,0.449838187702
278,Corrupted Healbot,-21.3446674347,17.0828647614,,Jesper Esjing,6.0,NEUTRAL,,1.0,,5.0,38528.0,,,,,"Not so much ""corrupted"" as ""has terrible aim"".",6.0,,,,OG_147,[DEATHRATTLE],,,,NEUTRAL,MECHANICAL,RARE,,OG,,,<b>Deathrattle:</b> Restore 8 Health to the enemy hero.,MINION,0,142.0,320,0.44375
279,Corrupted Seer,36.6037635803,-21.4461421967,,Ryan Metcalf,2.0,NEUTRAL,,1.0,,6.0,38545.0,,,,,"For seers, it's very handy to have your crystal ball hanging right in front of your face.",3.0,,,,OG_161,[BATTLECRY],,,,NEUTRAL,MURLOC,RARE,,OG,,,<b>Battlecry:</b> Deal 2 damage to all non-Murloc minions.,MINION,0,241.0,626,0.384984025559
280,Corrupting Mist,-34.7991447449,-6.87805128098,,Zoltan Boros,,WARLOCK,,1.0,,2.0,41871.0,,,,,The most terrifying of Un’goro magics is both silent… AND deadly.,,,,,UNG_831,,,,,WARLOCK,,RARE,,UNGORO,,,Corrupt every minion. Destroy them at the start of your next turn.,SPELL,3,128.0,339,0.377581120944
281,Corruption,-41.480758667,-4.37981796265,,Wayne Reynolds,,WARLOCK,,1.0,,1.0,982.0,,,,,"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!",,,Unlocked at Level 2.,Unlocked at Level 32.,CS2_063,,,,"{u'REQ_TARGET_TO_PLAY': 0, u'REQ_MINION_TARGET': 0, u'REQ_ENEMY_TARGET': 0}",WARLOCK,,FREE,,CORE,,,"Choose an enemy minion. At the start of your turn, destroy it.",SPELL,3,574.0,1384,0.414739884393
282,Counterfeit Coin,19.4427509308,21.0101776123,,Joe Wilson,,ROGUE,,1.0,,0.0,40437.0,,,,,There is something funny about this coin… can't quite put my finger on it…,,,,,CFM_630,,,,,ROGUE,,RARE,,GANGS,,,Gain 1 Mana Crystal this turn only.,SPELL,8,6399.0,12130,0.527535037098
